web-scraper-order,web-scraper-start-url,product-url,product-url-href,product-description-short,product-name,product-price,product-size,product-flavour,product-img-src,product-description-long,product-nutrition-src,product-allergens-src,product-size-alternative,product-category
"1578227630-1039","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kohlenhydrate/c/71","Carbonox","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Erholung-%26-Regeneration/Carbonox/p/carbonox","Carbonox von Olimp enthält ideale Post Workout-Kohlenhydrate und lässt sich gut mit Proteinen mischen. Carbonox enthält zusätzliches Arginin und 12 Vitamine! 20 Dosierungen pro Packung. Leckere Geschmacksrichtungen.","Carbonox","8,90 €","null","Grapefruit","https://media.bodyandfit.com/i/bodyandfit/carbonox_Image_01?layer0=$PLP_001$","Pro Dosis 50 Gramm Carbonox in 400 ml Wasser.


Ansicht Kategorien: Post Workout 
Während des Trainings 
Post-Workout Top Produkte!","https://media.bodyandfit.com/i/bodyandfit/carbonox_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/carbonox_Label_de-de_01?layer0=$MAIN$","1000 gramm (20  dosierungen)","Kohlenhydrate"
"1578225388-478","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Getreide/c/239","Superfood Müsli","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Getreide/Superfood-M%C3%BCsli/p/superfood-muesli","Mischung aus beliebten Superfoods","Superfood Müsli","4,90 €","500 gramm:","","https://media.bodyandfit.com/i/bodyandfit/superfood-muesli_Image_01?layer0=$PLP_001$","Genieße unser verantwortbares Superfood-Müsli bei jeder Gelegenheit des Tages!","https://media.bodyandfit.com/i/bodyandfit/superfood-muesli_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/superfood-muesli_Label_de-de_01?layer0=$MAIN$","null","Getreide"
"1578228183-1439","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/c/48","L-Lysin Kapseln","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/L-Lysin-Kapseln/p/l-lysine-capsules","Premiumqualität von Now Foods","L-Lysin Kapseln","9,90 €","90 €","","https://media.bodyandfit.com/i/bodyandfit/l-lysine-capsules_Image_01?layer0=$PLP_001$","Jede Packung genügt für 100 Tage
500 mg pro Dosis","https://media.bodyandfit.com/i/bodyandfit/l-lysine-capsules_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/l-lysine-capsules_Label_de-de_01?layer0=$MAIN$","null","Aminosäure-Blends"
"1578227505-926","https://www.bodyandfit.com/de-de/Protein-bars/c/194","Clean Protein Bar","https://www.bodyandfit.com/de-de/Produkte/Abnehmen/Di%C3%A4tnahrung/Di%C3%A4t-Protein-Riegel/Clean-Protein-Bar/p/clean-protein-bar","Clean! Die idealen Nährwerte","Clean Protein Bar","9,90 €","null","Cookie Dough Flavour","https://media.bodyandfit.com/i/bodyandfit/clean-protein-bar_Image_01?layer0=$PLP_001$","Reine Proteine, Ballaststoffe, ein verringerter Anteil an Kohlenhydraten* und nur 179 kcal. Das ist unser Clean Protein Bar! Die Clean Protein Bars enthalten die richtigen Proteine aus Whey- und Milcheiweiß in Kombination mit präbiotischen Ballaststoffen.  Das bedeutet high protein, reduced carb und fantastische Nährwerte. Clean Protein Bars werden kaltgepresst, wodurch die Proteine maximal wirksam sind. Das macht sie ideal für jede Gelegenheit deiner Eiweißdiät. Clean Protein Bar ist ein Proteinriegel ohne Hülle mit den richtigen und reinsten Proteinen für ambitionierte Sportler.

* Clean Protein Bar enthält 94 % weniger Kohlenhydrate als ein gängiger Süßigkeitenriegel.","https://media.bodyandfit.com/i/bodyandfit/clean-protein-bar_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/clean-protein-bar_Label_de-de_01?layer0=$MAIN$","720 gramm (12  riegel)","Proteinriegel"
"1578227740-1108","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/c/68","Creatine 2500 Caps","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Performance/Kreatin/Creatine-2500-Caps/p/p_01591","2500 mg reines Creapure pro 2 Kapseln!","Creatine 2500 Caps","26,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_01591_Image_01?layer0=$PLP_001$","Bist du einer der Vielen, die sich ausschließlich für Optimum Nutrition entscheiden? Auch bei ihrem Creatin nehmen sie nur das Allerbeste: Creapure Creatine, mikronisiert für die beste Resorption und ohne Zusätze.","https://media.bodyandfit.com/i/bodyandfit/p_01591_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_01591_Label_de-de_01?layer0=$MAIN$","200 kapseln","Kreatin"
"1578227215-653","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Cookies-%26-Muffins/c/196","Coconut Cookies (zuckerfrei)","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/Cookies-%26-Muffins/Coconut-Cookies-%28zuckerfrei%29/p/p_10913","Zuckerfrei","Coconut Cookies (zuckerfrei)","2,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_10913_Image_01?layer0=$PLP_001$","Und jetzt hat Diablo das Unmögliche möglich gemacht: Zuckerfrei von diesen herrlichen Coconut Cookies genießen. Die Coconut Cookies von Diablo enthalten echte Kokosstückchen, sind komplett zuckerfrei und schmecken wirklich fantastisch!","https://media.bodyandfit.com/i/bodyandfit/p_10913_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_10913_Label_de-de_01?layer0=$MAIN$","1 packung (9  kekse)","Cookies & Muffins"
"1578226886-593","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/c/199","Cacao Nibs - Biologisch","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Riegel-%26-Snacks/N%C3%BCsse-%26-Samen/Cacao-Nibs---Biologisch/p/p_51826","Rein, unbearbeitet und raw","Cacao Nibs - Biologisch","9,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_51826_Image_01?layer0=$PLP_001$","Wenn du beim Thema Superfoods bist, dürfen biologische Cacao Nibs nicht fehlen. Sie passen nämlich perfekt in einen verantwortungsvollen und aktiven Lifestyle. Die Cacao Nibs sind komplett raw (unerhitzt), wodurch die Nährwerte komplett erhalten bleiben. Zudem sind die Cacao Nibs 100% biologisch und frei von Zusätzen wie Zucker oder Konservierungsmitteln. Just the way you like it!","https://media.bodyandfit.com/i/bodyandfit/p_51826_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_51826_Label_de-de_01?layer0=$MAIN$","500 gramm","Nüsse & Samen"
"1578228707-2163","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Whey Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Whey-Perfection/p/whey-perfection","23 Gramm hochwertiges Whey Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin","Whey Perfection","13,90 €","750 gramm","White Chocolate Milkshake","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Image_01?layer0=$PLP_001$","Body & Fit® Whey Perfection heißt Qualität, Geschmack und Preis bis zur Perfektion! Whey Perfection enthält ausschließlich die höchstmögliche Qualität an Whey-Proteinen, „cold processed“ ultragefiltertes Whey-Proteinkonzentrat, Whey-Proteinisolat und Whey-Hydrolysat, Di- und Tri-Peptide. Whey Perfection enthält pro Portion ganze 23 Gramm hochwertiges Whey-Protein, 5 Gramm BCAAs und 3,6 Gramm L-Glutamin. Whey Perfection ist frei von zugefügtem Zucker und enthält 1,4 Gramm Kohlenhydrate und 110 kcal pro Shake. Mit Whey Perfection erzielst du dank der einzigartigen Zusammensetzung mehr Resultat pro Shake als mit welchem anderen Whey-Protein auch immer. Du kannst aus ganzen 36 unglaublich leckeren Milkshake-Sorten wählen!","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/whey-perfection_Label_de-de_01?layer0=$MAIN$","null","Whey Protein"
"1578228626-1983","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Iso-100 Hydrolyzed","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Iso-100-Hydrolyzed/p/54269","Das beste Whey-Isolat!","Iso-100 Hydrolyzed","64,90 €","null","Strawberry","https://media.bodyandfit.com/i/bodyandfit/54269_Image_01?layer0=$PLP_001$","ISO-100 Hydrolyzed ist die fortschrittlichste Formel von Dymatize mit einer Super-Premiumkombination aus hydrolysiertem Whey-Proteinisolat und Whey-Proteinisolat. ISO-100 Hydrolyzed enthält pro Messlöffel ganze 25 Gramm Eiweiß und 5,9 Gramm BCAAs, wovon 2,6 Gramm L-Leucin. Fettfrei, frei von zugefügtem Zucker und mit weniger als 116 kcal pro Portion, wenn es mit Wasser gemischt wird.","https://media.bodyandfit.com/i/bodyandfit/54269_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/54269_Label_de-de_01?layer0=$MAIN$","2200 gramm (73  dosierungen)","Whey Protein"
"1578228244-1480","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/c/48","XTEND","https://www.bodyandfit.com/de-de/Produkte/Sportnahrung/Aminos%C3%A4uren/Aminos%C3%A4uren-Mischungen/XTEND/p/xtend","3500 mg Leucin","XTEND","46,90 €","1194 gramm","Watermelon","https://media.bodyandfit.com/i/bodyandfit/xtend_Image_01?layer0=$PLP_001$","Xtend ist die zuckerfreie Aminosäureformel für eifrige Sportler. Xtend enthält pro Portion ganze 7 Gramm BCAA, zusammen mit 6 Gramm Leucin, Glutamin und Citrullin, Elektrolyten und Vitamin B6. Xtend kannst du vor, während und nach den schwersten Trainings nehmen.","https://media.bodyandfit.com/i/bodyandfit/xtend_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/xtend_Label_de-de_01?layer0=$MAIN$","null","Aminosäure-Blends"
"1578228458-1767","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/c/6","Smart Protein","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Milchprotein-Mischung/Smart-Protein/p/afslank-eiwit","Unser absoluter Proteinshake Nummer 1 in jeder Low Carb- und Proteindiät!","Smart Protein","36,90 €","2000 gramm","Coconut Ice Cream Milkshake","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Image_01?layer0=$PLP_001$","""Das Prinzip einer Low Carb- Eiweißdiät liegt darin die Kohlenhydrateinnahme zu begrenzen und die Proteineinnahme zu erhöhen. Aber damit nicht genug: Proteine unterstützen stärkere Muskeln, den Erhalt von Muskelmasse und deren Erholung.""","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/afslank-eiwit_Label_de-de_01?layer0=$MAIN$","null","Milchprotein Mischungen"
"1578223434-259","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/c/132","Vitamin C-1000 mg with Bioflavonoids & Rose Hips","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Vitamin-C/Vitamin-C-1000-mg-with-Bioflavonoids-%26-Rose-Hips/p/vitamin-c-1000-mg-bioflavonoids-rose-hips","1000 mg Vitamin C mt Hagebutte für eine optimale Resorption","Vitamin C-1000 mg with Bioflavonoids & Rose Hips","5,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/vitamin-c-1000-mg-bioflavonoids-rose-hips_Image_01?layer0=$PLP_001$","Perfekt resorbierbare Vitamin C Kapseln mit Bioflavonoiden und Hagebutte von Puritan's Pride! Vitamin C stimuliert das Immunsystem, trägt zur Fitness bei und hat eine antioxidative Wirkung.","https://media.bodyandfit.com/i/bodyandfit/vitamin-c-1000-mg-bioflavonoids-rose-hips_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/vitamin-c-1000-mg-bioflavonoids-rose-hips_Label_de-de_01?layer0=$MAIN$","100 filmtabletten","Vitamin C"
"1578222926-214","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/c/134","Triple Magnesium Complex","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Magnesium/Triple-Magnesium-Complex/p/triple-magnesium-complex","Dreifacher Magnesiumkomplex","Triple Magnesium Complex","12,90 €","300 kapseln:","","https://media.bodyandfit.com/i/bodyandfit/triple-magnesium-complex_Image_01?layer0=$PLP_001$","Dreifacher Magnesiumkomplex Kapseln von Swanson! Magnesium trägt zu einer normalen Muskelfunktion und einem normalen energieliefernden Stoffwechsel bei.","https://media.bodyandfit.com/i/bodyandfit/triple-magnesium-complex_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/triple-magnesium-complex_Label_de-de_01?layer0=$MAIN$","null","Magnesium"
"1578228499-1844","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Casein-Protein/c/5","Micellar Casein Perfection","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Micellar-Casein/Micellar-Casein-Perfection/p/micellar-casein-perfection","Der beste Shake zur Einnahme vor dem Schlafengehen","Micellar Casein Perfection","12,90 €","750 gramm","Schokolade Hazelnut Milkshake","https://media.bodyandfit.com/i/bodyandfit/micellar-casein-perfection_Image_01?layer0=$PLP_001$","Micellar Casein Perfection hebt sich durch die ausbalancierte Abgabe langsamer Proteine hervor. Wo alle anderen Proteine nachlassen, bleibt Micellar Casein Perfection weiterhin effizient wirksam, Tag und Nacht.","https://media.bodyandfit.com/i/bodyandfit/micellar-casein-perfection_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/micellar-casein-perfection_Label_de-de_01?layer0=$MAIN$","null","Casein-Protein"
"1578228571-1927","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/c/3","Protein Pro Whey","https://www.bodyandfit.com/de-de/Produkte/Protein/Milchproteine/Whey-Protein/Protein-Pro-Whey/p/50120","100 % Whey-Protein. Ganze 24 Gramm Whey-Protein pro Shake","Protein Pro Whey","19,90 €","null","Vanilla","https://media.bodyandfit.com/i/bodyandfit/50120_Image_01?layer0=$PLP_001$","100% Whey-Protein! Whey-Proteine tragen zum Wachstum und Erhalt von Muskelmasse bei und unterstützen nach dem Training die Erholung der Muskeln. Betreibst du ambitioniert Sport, Fitness oder Kraftsport? 100% Whey ist eine kluge und schnelle Methode, um ausreichend Eiweiß aufzunehmen.

ProteinPro 100% Whey enthält hochwertiges Whey-Proteinkonzentrat, Whey-Proteinisolat und Whey-Proteinhydrolysat und pro Shake ganze 24 Gramm reines Whey-Protein, nur 0,9 Gramm Zucker und 0 zugefügten Zucker!","https://media.bodyandfit.com/i/bodyandfit/50120_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/50120_Label_de-de_01?layer0=$MAIN$","900 gramm (28  dosierungen)","Whey Protein"
"1578221665-102","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/c/141","Testo Hardcore","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Zink/Testo-Hardcore/p/p_04267","Bei Bodybuildern sehr beliebt","Testo Hardcore","19,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_04267_Image_01?layer0=$PLP_001$","Testo Hardcore ist eine gebrauchsfertige Kombination aus ZMA und Tribulus in der höchsten 90% Qualität!","https://media.bodyandfit.com/i/bodyandfit/p_04267_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_04267_Label_de-de_01?layer0=$MAIN$","90 kapseln","Pflanzliche Nahrungsergänzung"
"1578225741-506","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Superfood/Chia/c/217","Biologische Chiasamen","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/Superfood/Chia/Biologische-Chiasamen/p/p_51911","Quelle für Ballaststoffe, Proteine und gute Fette","Biologische Chiasamen","7,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_51911_Image_01?layer0=$PLP_001$","Chiasamen sind wahre Supersamen! Sie sind nicht nur reich an Proteinen, Ballaststoffen und guten Fetten, sondern besitzen die auch bemerkenswerte Fähigkeit Flüssigkeit aufzunehmen. Daher sind Chiasamen in Rezepten besonders beliebt, um etwa ein Ei zu ersetzten (Egg-Replacer) oder einen leckeren Chiapudding aus ihnen zu bereiten. Biologische Chiasamen sind, wie der Name es bereits verrät, rein biologisch und frei von Zusätzen. Biologische Chiasamen schmecken als Bereicherung für Shakes, Smoothies, Säfte, Backrezepte oder einen Becher Quark/Joghurt.","https://media.bodyandfit.com/i/bodyandfit/p_51911_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_51911_Label_de-de_01?layer0=$MAIN$","500 gramm","Chia"
"1578228340-1604","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Veganes-Protein/c/12","Rice Protein Concentrate","https://www.bodyandfit.com/de-de/Produkte/Protein/Pfanzliche-Proteine/Rice-Protein-Concentrate/p/rice-protein-concentrate","Braunes Reisprotein Konzentrat","Rice Protein Concentrate","20,90 €","null","Hazelnut","https://media.bodyandfit.com/i/bodyandfit/rice-protein-concentrate_Image_01?layer0=$PLP_001$","ESN Rice Protein Concentrate enthält sehr hochwertiges braunes Reisprotein-Konzentrat. Rice Protein ist eine ideale pflanzliche Eiweißquelle ohne Laktose. Es eignet sich optimal für Vegetatier und Veganer, die am Aufbau von Muskelmasse interssiert sind. Der Geschmack des ESN Rice Protein Concentrate gehört lt. ESN zu den besten am Markt.","https://media.bodyandfit.com/i/bodyandfit/rice-protein-concentrate_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/rice-protein-concentrate_Label_de-de_01?layer0=$MAIN$","1000 gramm (33  shakes)","Veganes Protein"
"1578221745-114","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Vitamine/Pflanzliche-Nahrungserg%C3%A4nzung/c/141","Cordyceps","https://www.bodyandfit.com/de-de/Produkte/Gesundheit/Empfehlungen-f%C3%BCr-Ihre-Ern%C3%A4hrung/Pflanziche-Pr%C3%A4parate/Cordyceps/p/p_10023","Monatspackung","Cordyceps","8,90 €","null","","https://media.bodyandfit.com/i/bodyandfit/p_10023_Image_01?layer0=$PLP_001$","Der Cordyceps wird schon seit Jahrhunderten als der Kaiser unter den Pilzen bezeichnet. Jede Kapsel enthält ganze 600 mg reinen Cordyceps-Extrakt.","https://media.bodyandfit.com/i/bodyandfit/p_10023_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/p_10023_Label_de-de_01?layer0=$MAIN$","120 kapseln","Pflanzliche Nahrungsergänzung"
"1578224943-440","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Gew%C3%BCrze-%26-Saucen/c/242","Salat Dressing","https://www.bodyandfit.com/de-de/Produkte/Ern%C3%A4hrung/T%C3%A4glicher-Bedarf/Gew%C3%BCrze-%26-Saucen/Salat-Dressing/p/salade-dressing","Leckere Varianten","Salat Dressing","4,20 €","null","Bacon Ranch","https://media.bodyandfit.com/i/bodyandfit/salade-dressing_Image_01?layer0=$PLP_001$","Die Walden Farms Salatdressings sind ideal für jede Diät. Frei von Fetten, Cholesterin und Kohlenhydraten, ohne, dass beim vollen, reichhaltigen, natürlichen Geschmack eingespart wird, den die herrlichen Kräuter diesem Dressing verleihen. Genau der richtige Touch des weltweit am besten gereiften Essigs, frisch gemahlener Kräuter und Gewürze. Dreifach gefiltertes Wasser und natürliche Aromen machen diese Honey Salatdressings sehr lecker.","https://media.bodyandfit.com/i/bodyandfit/salade-dressing_Label_de-de_01?layer0=$MAIN$","https://media.bodyandfit.com/i/bodyandfit/salade-dressing_Label_de-de_01?layer0=$MAIN$","335 ml (11  dosierungen)","Gewürze & Soßen"
